Year,Month,Anomaly,Unc,Anomaly_1,Unc_1,Anomaly_2,Unc_2,Anomaly_3,Unc_3,Anomaly_4,Unc_4
1907,12,-0.437,0.149,-0.439,0.11,-0.38,0.084,-0.402,0.09,-0.328,0.087
1908,1,-0.467,0.185,-0.433,0.113,-0.382,0.082,-0.404,0.09,-0.33,0.087
1908,2,-0.373,0.177,-0.437,0.096,-0.384,0.081,-0.407,0.089,-0.331,0.087
1908,3,-0.629,0.11,-0.433,0.095,-0.386,0.08,-0.408,0.088,-0.331,0.087
1908,4,-0.572,0.111,-0.446,0.087,-0.388,0.081,-0.407,0.087,-0.332,0.089
1908,5,-0.42,0.144,-0.452,0.081,-0.393,0.08,-0.407,0.086,-0.332,0.09
1908,6,-0.428,0.219,-0.461,0.081,-0.4,0.079,-0.408,0.086,-0.333,0.089
1908,7,-0.318,0.108,-0.478,0.078,-0.406,0.078,-0.407,0.085,-0.333,0.09
1908,8,-0.465,0.234,-0.49,0.074,-0.412,0.077,-0.405,0.084,-0.334,0.09
1908,9,-0.343,0.125,-0.486,0.071,-0.419,0.076,-0.405,0.085,-0.334,0.09
1908,10,-0.395,0.189,-0.485,0.069,-0.428,0.073,-0.403,0.084,-0.332,0.091
1908,11,-0.575,0.188,-0.492,0.072,-0.431,0.075,-0.4,0.083,-0.331,0.09
1908,12,-0.551,0.189,-0.493,0.087,-0.437,0.073,-0.395,0.083,-0.33,0.09
1909,1,-0.668,0.187,-0.509,0.08,-0.442,0.073,-0.39,0.082,-0.33,0.09
1909,2,-0.519,0.144,-0.494,0.083,-0.446,0.073,-0.386,0.081,-0.33,0.09
1909,3,-0.58,0.15,-0.495,0.086,-0.449,0.073,-0.385,0.079,-0.33,0.09
1909,4,-0.559,0.133,-0.497,0.09,-0.45,0.075,-0.384,0.079,-0.33,0.09
1909,5,-0.502,0.208,-0.48,0.09,-0.45,0.076,-0.382,0.079,-0.33,0.091
1909,6,-0.44,0.23,-0.473,0.089,-0.448,0.074,-0.381,0.08,-0.329,0.091
1909,7,-0.507,0.216,-0.45,0.088,-0.444,0.076,-0.378,0.079,-0.33,0.09
1909,8,-0.288,0.214,-0.442,0.091,-0.438,0.075,-0.375,0.079,-0.331,0.09
1909,9,-0.352,0.173,-0.437,0.093,-0.439,0.075,-0.373,0.079,-0.332,0.09
1909,10,-0.417,0.185,-0.434,0.088,-0.437,0.076,-0.369,0.079,-0.333,0.09
1909,11,-0.376,0.226,-0.423,0.091,-0.433,0.077,-0.368,0.079,-0.335,0.089
1909,12,-0.471,0.165,-0.424,0.09,-0.428,0.077,-0.366,0.079,-0.336,0.089
1910,1,-0.392,0.102,-0.41,0.092,-0.426,0.076,-0.365,0.078,-0.335,0.089
1910,2,-0.421,0.246,-0.417,0.107,-0.427,0.076,-0.361,0.077,-0.337,0.09
1910,3,-0.518,0.173,-0.421,0.105,-0.43,0.075,-0.357,0.077,-0.338,0.089
1910,4,-0.518,0.133,-0.418,0.101,-0.434,0.074,-0.353,0.076,-0.338,0.09
1910,5,-0.373,0.206,-0.436,0.105,-0.433,0.073,-0.351,0.077,-0.338,0.09
1910,6,-0.455,0.276,-0.447,0.102,-0.432,0.074,-0.349,0.076,-0.339,0.09
1910,7,-0.342,0.234,-0.46,0.098,-0.433,0.075,-0.348,0.075,-0.339,0.089
1910,8,-0.37,0.271,-0.476,0.093,-0.435,0.074,-0.347,0.073,-0.34,0.088
1910,9,-0.394,0.124,-0.482,0.083,-0.432,0.072,-0.346,0.071,-0.34,0.088
1910,10,-0.391,0.193,-0.485,0.089,-0.428,0.072,-0.345,0.071,-0.341,0.089
1910,11,-0.587,0.24,-0.496,0.087,-0.428,0.068,-0.343,0.069,-0.341,0.089
1910,12,-0.597,0.155,-0.5,0.074,-0.428,0.07,-0.344,0.07,-0.342,0.089
1911,1,-0.557,0.137,-0.512,0.073,-0.429,0.069,-0.344,0.07,-0.342,0.089
1911,2,-0.606,0.181,-0.519,0.072,-0.427,0.073,-0.343,0.07,-0.343,0.088
1911,3,-0.595,0.13,-0.522,0.07,-0.428,0.074,-0.344,0.069,-0.343,0.088
1911,4,-0.553,0.238,-0.509,0.077,-0.427,0.074,-0.346,0.068,-0.344,0.088
1911,5,-0.503,0.207,-0.481,0.084,-0.421,0.071,-0.346,0.068,-0.345,0.088
1911,6,-0.501,0.142,-0.443,0.088,-0.412,0.07,-0.348,0.067,-0.345,0.087
1911,7,-0.496,0.183,-0.415,0.098,-0.401,0.07,-0.348,0.066,-0.345,0.086
1911,8,-0.443,0.175,-0.377,0.101,-0.397,0.068,-0.349,0.066,-0.345,0.086
1911,9,-0.438,0.173,-0.357,0.109,-0.393,0.069,-0.35,0.066,-0.344,0.086
1911,10,-0.237,0.235,-0.331,0.113,-0.389,0.07,-0.352,0.066,-0.343,0.086
1911,11,-0.251,0.24,-0.311,0.105,-0.385,0.071,-0.355,0.066,-0.342,0.085
1911,12,-0.137,0.207,-0.285,0.115,-0.382,0.071,-0.358,0.067,-0.342,0.085
1912,1,-0.215,0.267,-0.268,0.118,-0.377,0.069,-0.36,0.066,-0.342,0.084
1912,2,-0.158,0.197,-0.27,0.113,-0.374,0.069,-0.361,0.065,-0.343,0.084
1912,3,-0.349,0.16,-0.277,0.113,-0.371,0.07,-0.366,0.065,-0.342,0.084
1912,4,-0.242,0.144,-0.302,0.11,-0.365,0.07,-0.367,0.066,-0.342,0.084
1912,5,-0.263,0.195,-0.315,0.101,-0.361,0.072,-0.367,0.067,-0.342,0.084
1912,6,-0.186,0.182,-0.338,0.103,-0.355,0.073,-0.367,0.066,-0.342,0.083
1912,7,-0.296,0.139,-0.361,0.093,-0.353,0.074,-0.365,0.068,-0.341,0.082
1912,8,-0.47,0.149,-0.388,0.098,-0.349,0.074,-0.363,0.068,-0.341,0.081
1912,9,-0.524,0.159,-0.399,0.097,-0.34,0.074,-0.362,0.067,-0.341,0.081
1912,10,-0.527,0.192,-0.407,0.095,-0.331,0.077,-0.363,0.066,-0.34,0.08
1912,11,-0.413,0.134,-0.419,0.086,-0.325,0.076,-0.363,0.065,-0.339,0.079
1912,12,-0.415,0.224,-0.439,0.084,-0.318,0.074,-0.365,0.065,-0.339,0.079
1913,1,-0.489,0.167,-0.445,0.087,-0.314,0.074,-0.366,0.065,-0.339,0.079
1913,2,-0.485,0.23,-0.434,0.084,-0.31,0.073,-0.368,0.065,-0.339,0.079
1913,3,-0.473,0.184,-0.426,0.092,-0.306,0.07,-0.367,0.065,-0.34,0.079
1913,4,-0.343,0.109,-0.409,0.09,-0.302,0.069,-0.365,0.066,-0.339,0.079
1913,5,-0.409,0.152,-0.392,0.077,-0.293,0.069,-0.366,0.067,-0.338,0.078
1913,6,-0.421,0.143,-0.357,0.074,-0.287,0.072,-0.365,0.066,-0.337,0.078
1913,7,-0.373,0.16,-0.321,0.071,-0.282,0.072,-0.365,0.068,-0.336,0.077
1913,8,-0.331,0.171,-0.301,0.068,-0.274,0.073,-0.365,0.07,-0.335,0.077
1913,9,-0.431,0.23,-0.29,0.067,-0.269,0.073,-0.364,0.07,-0.334,0.077
1913,10,-0.32,0.221,-0.287,0.073,-0.264,0.074,-0.361,0.071,-0.332,0.077
1913,11,-0.218,0.209,-0.279,0.077,-0.261,0.072,-0.356,0.071,-0.33,0.077
1913,12,0.013,0.125,-0.265,0.08,-0.258,0.074,-0.354,0.072,-0.327,0.076
1914,1,-0.059,0.156,-0.247,0.084,-0.254,0.075,-0.35,0.072,-0.325,0.076
1914,2,-0.247,0.21,-0.23,0.088,-0.252,0.073,-0.347,0.071,-0.323,0.076
1914,3,-0.345,0.126,-0.211,0.08,-0.251,0.072,-0.346,0.073,-0.321,0.076
1914,4,-0.307,0.159,-0.186,0.077,-0.254,0.071,-0.342,0.073,-0.321,0.076
1914,5,-0.308,0.109,-0.18,0.086,-0.259,0.07,-0.34,0.074,-0.319,0.076
1914,6,-0.251,0.233,-0.191,0.087,-0.269,0.07,-0.338,0.075,-0.318,0.076
1914,7,-0.162,0.183,-0.206,0.087,-0.276,0.066,-0.337,0.074,-0.317,0.076
1914,8,-0.131,0.202,-0.201,0.094,-0.285,0.064,-0.337,0.074,-0.316,0.075
1914,9,-0.197,0.224,-0.171,0.101,-0.292,0.065,-0.337,0.073,-0.315,0.074
1914,10,-0.016,0.22,-0.146,0.106,-0.296,0.064,-0.336,0.073,-0.315,0.075
1914,11,-0.147,0.204,-0.121,0.114,-0.301,0.066,-0.336,0.074,-0.314,0.074
1914,12,-0.121,0.19,-0.104,0.112,-0.305,0.066,-0.335,0.075,-0.314,0.074
1915,1,-0.243,0.163,-0.099,0.12,-0.304,0.068,-0.333,0.075,-0.314,0.073
1915,2,-0.178,0.143,-0.095,0.117,-0.3,0.068,-0.333,0.076,-0.313,0.073
1915,3,0.008,0.181,-0.093,0.102,-0.294,0.067,-0.33,0.077,-0.312,0.072
1915,4,-0.004,0.193,-0.103,0.086,-0.292,0.065,-0.327,0.078,-0.311,0.072
1915,5,-0.011,0.174,-0.096,0.086,-0.293,0.065,-0.326,0.079,-0.311,0.072
1915,6,-0.049,0.18,-0.108,0.089,-0.298,0.064,-0.323,0.078,-0.311,0.072
1915,7,-0.093,0.124,-0.106,0.086,-0.299,0.063,-0.323,0.078,-0.311,0.071
1915,8,-0.092,0.256,-0.101,0.087,-0.301,0.063,-0.321,0.077,-0.31,0.07
1915,9,-0.172,0.164,-0.128,0.077,-0.301,0.066,-0.319,0.077,-0.31,0.07
1915,10,-0.132,0.175,-0.151,0.08,-0.303,0.069,-0.317,0.077,-0.309,0.071
1915,11,-0.067,0.217,-0.173,0.075,-0.303,0.073,-0.314,0.078,-0.308,0.07
1915,12,-0.265,0.223,-0.199,0.082,-0.302,0.073,-0.312,0.078,-0.307,0.071
1916,1,-0.211,0.122,-0.213,0.079,-0.301,0.075,-0.309,0.079,-0.305,0.071
1916,2,-0.12,0.18,-0.23,0.071,-0.303,0.077,-0.305,0.08,-0.304,0.071
1916,3,-0.317,0.196,-0.246,0.072,-0.299,0.076,-0.303,0.08,-0.303,0.071
1916,4,-0.283,0.182,-0.272,0.083,-0.295,0.078,-0.3,0.081,-0.304,0.072
1916,5,-0.277,0.165,-0.314,0.078,-0.292,0.08,-0.298,0.081,-0.303,0.072
1916,6,-0.356,0.265,-0.35,0.07,-0.296,0.083,-0.295,0.082,-0.303,0.072
1916,7,-0.269,0.15,-0.386,0.06,-0.299,0.083,-0.292,0.082,-0.303,0.072
1916,8,-0.292,0.181,-0.434,0.064,-0.298,0.086,-0.289,0.083,-0.303,0.072
1916,9,-0.359,0.103,-0.473,0.069,-0.298,0.088,-0.287,0.083,-0.302,0.072
1916,10,-0.449,0.181,-0.49,0.067,-0.295,0.087,-0.285,0.083,-0.301,0.072
1916,11,-0.572,0.21,-0.513,0.067,-0.294,0.089,-0.284,0.082,-0.3,0.072
1916,12,-0.696,0.208,-0.519,0.071,-0.294,0.089,-0.284,0.082,-0.3,0.072
1917,1,-0.642,0.256,-0.515,0.087,-0.297,0.09,-0.284,0.081,-0.299,0.072
1917,2,-0.691,0.207,-0.509,0.094,-0.3,0.09,-0.286,0.081,-0.297,0.072
1917,3,-0.794,0.133,-0.494,0.101,-0.302,0.089,-0.284,0.083,-0.297,0.072
1917,4,-0.483,0.107,-0.49,0.095,-0.306,0.088,-0.283,0.084,-0.297,0.073
1917,5,-0.551,0.278,-0.482,0.104,-0.311,0.087,-0.283,0.084,-0.295,0.073
1917,6,-0.434,0.222,-0.487,0.108,-0.315,0.087,-0.284,0.083,-0.294,0.073
1917,7,-0.213,0.25,-0.476,0.126,-0.314,0.087,-0.283,0.084,-0.292,0.074
1917,8,-0.225,0.314,-0.469,0.141,-0.317,0.088,-0.282,0.083,-0.291,0.074
1917,9,-0.175,0.244,-0.443,0.143,-0.319,0.091,-0.28,0.083,-0.29,0.074
1917,10,-0.401,0.172,-0.439,0.152,-0.323,0.093,-0.278,0.082,-0.288,0.073
1917,11,-0.482,0.116,-0.429,0.154,-0.326,0.094,-0.276,0.081,-0.286,0.073
1917,12,-0.749,0.134,-0.425,0.147,-0.328,0.096,-0.275,0.081,-0.285,0.073
1918,1,-0.514,0.181,-0.432,0.146,-0.331,0.095,-0.273,0.081,-0.283,0.073
1918,2,-0.603,0.245,-0.448,0.137,-0.333,0.094,-0.272,0.081,-0.282,0.074
1918,3,-0.484,0.215,-0.451,0.139,-0.332,0.097,-0.271,0.082,-0.28,0.074
1918,4,-0.439,0.25,-0.423,0.157,-0.332,0.098,-0.271,0.083,-0.278,0.074
1918,5,-0.428,0.276,-0.386,0.16,-0.335,0.099,-0.269,0.083,-0.278,0.074
1918,6,-0.385,0.19,-0.344,0.167,-0.336,0.098,-0.267,0.083,-0.277,0.074
1918,7,-0.3,0.301,-0.321,0.161,-0.336,0.099,-0.266,0.083,-0.276,0.074
1918,8,-0.422,0.293,-0.286,0.152,-0.337,0.099,-0.265,0.082,-0.275,0.074
1918,9,-0.209,0.168,-0.275,0.146,-0.337,0.101,-0.264,0.081,-0.274,0.074
1918,10,-0.057,0.305,-0.251,0.133,-0.336,0.102,-0.262,0.081,-0.273,0.075
1918,11,-0.042,0.17,-0.234,0.129,-0.336,0.104,-0.26,0.082,-0.271,0.075
1918,12,-0.241,0.252,-0.224,0.144,-0.332,0.104,-0.259,0.082,-0.269,0.075
1919,1,-0.243,0.194,-0.225,0.125,-0.329,0.104,-0.261,0.082,-0.268,0.075
1919,2,-0.183,0.101,-0.217,0.121,-0.327,0.105,-0.26,0.084,-0.267,0.076
1919,3,-0.355,0.199,-0.226,0.125,-0.323,0.108,-0.258,0.085,-0.266,0.077
1919,4,-0.15,0.243,-0.244,0.117,-0.316,0.107,-0.257,0.085,-0.266,0.078
1919,5,-0.222,0.209,-0.275,0.119,-0.308,0.108,-0.256,0.085,-0.265,0.078
1919,6,-0.262,0.281,-0.287,0.111,-0.299,0.107,-0.255,0.085,-0.264,0.078
1919,7,-0.309,0.172,-0.283,0.12,-0.293,0.109,-0.256,0.085,-0.263,0.079
1919,8,-0.333,0.261,-0.295,0.125,-0.286,0.111,-0.257,0.085,-0.263,0.079
1919,9,-0.314,0.208,-0.278,0.129,-0.276,0.113,-0.258,0.084,-0.262,0.079
1919,10,-0.276,0.172,-0.285,0.134,-0.27,0.115,-0.26,0.084,-0.261,0.079
1919,11,-0.408,0.207,-0.281,0.13,-0.266,0.114,-0.26,0.083,-0.26,0.079
1919,12,-0.384,0.165,-0.272,0.119,-0.264,0.112,-0.262,0.083,-0.26,0.079
1920,1,-0.204,0.169,-0.27,0.114,-0.263,0.111,-0.264,0.082,-0.259,0.079
1920,2,-0.32,0.152,-0.259,0.108,-0.264,0.108,-0.266,0.082,-0.258,0.08
1920,3,-0.153,0.227,-0.243,0.106,-0.267,0.107,-0.268,0.083,-0.257,0.08
1920,4,-0.239,0.247,-0.233,0.104,-0.264,0.107,-0.27,0.083,-0.255,0.08
1920,5,-0.17,0.213,-0.216,0.107,-0.26,0.106,-0.271,0.082,-0.254,0.08
1920,6,-0.157,0.178,-0.214,0.111,-0.252,0.106,-0.272,0.083,-0.252,0.08
1920,7,-0.284,0.322,-0.213,0.117,-0.248,0.105,-0.273,0.084,-0.251,0.081
1920,8,-0.198,0.168,-0.202,0.116,-0.244,0.104,-0.274,0.084,-0.249,0.08
1920,9,-0.121,0.158,-0.214,0.106,-0.242,0.103,-0.274,0.085,-0.248,0.081
1920,10,-0.155,0.169,-0.215,0.109,-0.239,0.102,-0.273,0.086,-0.246,0.081
1920,11,-0.203,0.182,-0.221,0.112,-0.236,0.1,-0.273,0.086,-0.243,0.081
1920,12,-0.362,0.132,-0.222,0.11,-0.231,0.1,-0.27,0.086,-0.24,0.081
1921,1,-0.19,0.178,-0.204,0.114,-0.23,0.097,-0.267,0.086,-0.238,0.081
1921,2,-0.195,0.223,-0.199,0.113,-0.228,0.094,-0.266,0.087,-0.237,0.082
1921,3,-0.294,0.207,-0.202,0.123,-0.229,0.093,-0.263,0.089,-0.235,0.082
1921,4,-0.253,0.24,-0.191,0.125,-0.228,0.09,-0.261,0.09,-0.233,0.082
1921,5,-0.241,0.216,-0.183,0.12,-0.228,0.09,-0.26,0.091,-0.231,0.082
1921,6,-0.163,0.136,-0.162,0.112,-0.222,0.087,-0.258,0.091,-0.229,0.082
1921,7,-0.073,0.303,-0.17,0.109,-0.223,0.088,-0.258,0.092,-0.227,0.083
1921,8,-0.14,0.259,-0.181,0.109,-0.222,0.088,-0.256,0.091,-0.225,0.083
1921,9,-0.15,0.25,-0.172,0.12,-0.217,0.087,-0.254,0.092,-0.223,0.083
1921,10,-0.033,0.162,-0.16,0.122,-0.219,0.089,-0.25,0.091,-0.222,0.083
1921,11,-0.108,0.141,-0.164,0.118,-0.218,0.087,-0.245,0.092,-0.221,0.083
1921,12,-0.107,0.204,-0.175,0.12,-0.216,0.086,-0.241,0.091,-0.22,0.083
1922,1,-0.288,0.126,-0.184,0.119,-0.214,0.087,-0.237,0.092,-0.219,0.082
1922,2,-0.319,0.187,-0.198,0.116,-0.214,0.086,-0.233,0.093,-0.219,0.082
1922,3,-0.192,0.234,-0.212,0.109,-0.214,0.086,-0.228,0.092,-0.218,0.082
1922,4,-0.101,0.212,-0.23,0.108,-0.213,0.087,-0.227,0.094,-0.217,0.083
1922,5,-0.294,0.213,-0.24,0.101,-0.21,0.087,-0.223,0.093,-0.216,0.083
1922,6,-0.297,0.154,-0.252,0.105,-0.21,0.086,-0.221,0.093,-0.216,0.083
1922,7,-0.18,0.176,-0.25,0.103,-0.213,0.086,-0.219,0.092,-0.215,0.083
1922,8,-0.312,0.247,-0.254,0.097,-0.215,0.085,-0.218,0.092,-0.214,0.083
1922,9,-0.308,0.14,-0.27,0.09,-0.217,0.083,-0.218,0.092,-0.212,0.083
1922,10,-0.258,0.184,-0.284,0.088,-0.216,0.082,-0.213,0.092,-0.209,0.083
1922,11,-0.224,0.154,-0.278,0.079,-0.216,0.081,-0.209,0.093,-0.209,0.083
1922,12,-0.25,0.128,-0.264,0.075,-0.217,0.082,-0.205,0.092,-0.208,0.083
1923,1,-0.267,0.134,-0.27,0.074,-0.216,0.083,-0.2,0.092,-0.207,0.083
1923,2,-0.371,0.124,-0.264,0.078,-0.215,0.083,-0.196,0.093,-0.206,0.083
1923,3,-0.375,0.18,-0.261,0.082,-0.216,0.084,-0.194,0.093,-0.205,0.084
1923,4,-0.274,0.169,-0.244,0.085,-0.214,0.084,-0.191,0.094,-0.204,0.084
1923,5,-0.221,0.161,-0.224,0.097,-0.211,0.084,-0.19,0.094,-0.203,0.085
1923,6,-0.131,0.193,-0.198,0.087,-0.204,0.085,-0.188,0.094,-0.202,0.085
1923,7,-0.245,0.203,-0.198,0.084,-0.198,0.086,-0.187,0.093,-0.201,0.085
1923,8,-0.25,0.232,-0.18,0.082,-0.195,0.087,-0.185,0.091,-0.201,0.085
1923,9,-0.271,0.109,-0.153,0.083,-0.189,0.09,-0.184,0.09,-0.2,0.085
1923,10,-0.044,0.119,-0.152,0.085,-0.186,0.092,-0.184,0.089,-0.199,0.085
1923,11,0.01,0.112,-0.145,0.083,-0.185,0.093,-0.185,0.09,-0.199,0.086
1923,12,0.069,0.127,-0.147,0.087,-0.184,0.094,-0.184,0.089,-0.201,0.086
1924,1,-0.268,0.093,-0.145,0.084,-0.186,0.094,-0.185,0.09,-0.202,0.087
1924,2,-0.155,0.139,-0.151,0.089,-0.186,0.092,-0.187,0.091,-0.201,0.088
1924,3,-0.055,0.171,-0.152,0.094,-0.185,0.092,-0.187,0.091,-0.201,0.088
1924,4,-0.263,0.168,-0.168,0.1,-0.183,0.091,-0.189,0.093,-0.2,0.088
1924,5,-0.136,0.151,-0.185,0.099,-0.182,0.091,-0.19,0.093,-0.199,0.088
1924,6,-0.154,0.215,-0.222,0.094,-0.183,0.091,-0.19,0.092,-0.198,0.087
1924,7,-0.218,0.22,-0.235,0.091,-0.182,0.089,-0.19,0.094,-0.198,0.088
1924,8,-0.33,0.247,-0.257,0.093,-0.179,0.088,-0.189,0.093,-0.198,0.088
1924,9,-0.282,0.238,-0.274,0.092,-0.18,0.087,-0.188,0.093,-0.197,0.088
1924,10,-0.233,0.218,-0.27,0.094,-0.183,0.087,-0.187,0.093,-0.197,0.087
1924,11,-0.198,0.154,-0.272,0.096,-0.18,0.088,-0.184,0.092,-0.196,0.087
1924,12,-0.378,0.135,-0.276,0.099,-0.178,0.089,-0.184,0.093,-0.195,0.087
1925,1,-0.416,0.103,-0.276,0.103,-0.176,0.089,-0.185,0.093,-0.195,0.087
1925,2,-0.426,0.132,-0.261,0.093,-0.172,0.09,-0.184,0.093,-0.194,0.087
1925,3,-0.256,0.104,-0.253,0.095,-0.169,0.092,-0.184,0.092,-0.195,0.088
1925,4,-0.211,0.184,-0.239,0.096,-0.162,0.092,-0.183,0.091,-0.195,0.088
1925,5,-0.159,0.145,-0.224,0.096,-0.158,0.094,-0.182,0.091,-0.196,0.088
1925,6,-0.199,0.287,-0.185,0.106,-0.158,0.095,-0.181,0.092,-0.197,0.088
1925,7,-0.22,0.181,-0.136,0.114,-0.153,0.094,-0.179,0.093,-0.196,0.089
1925,8,-0.154,0.125,-0.102,0.117,-0.149,0.095,-0.177,0.094,-0.196,0.089
1925,9,-0.184,0.181,-0.075,0.13,-0.146,0.095,-0.177,0.094,-0.196,0.09
1925,10,-0.064,0.189,-0.064,0.141,-0.144,0.096,-0.176,0.094,-0.195,0.09
1925,11,-0.023,0.148,-0.064,0.144,-0.144,0.095,-0.172,0.094,-0.196,0.09
1925,12,0.098,0.158,-0.058,0.14,-0.145,0.095,-0.169,0.094,-0.195,0.09
1926,1,0.169,0.159,-0.056,0.141,-0.143,0.095,-0.168,0.093,-0.196,0.09
1926,2,-0.016,0.177,-0.055,0.138,-0.142,0.094,-0.168,0.094,-0.196,0.09
1926,3,0.059,0.263,-0.048,0.135,-0.14,0.092,-0.166,0.094,-0.196,0.091
1926,4,-0.074,0.249,-0.037,0.128,-0.14,0.093,-0.165,0.094,-0.195,0.091
1926,5,-0.163,0.206,-0.036,0.126,-0.143,0.095,-0.165,0.093,-0.194,0.092
1926,6,-0.119,0.173,-0.06,0.118,-0.146,0.096,-0.163,0.093,-0.193,0.092
1926,7,-0.206,0.148,-0.092,0.11,-0.147,0.097,-0.162,0.093,-0.191,0.093
1926,8,-0.134,0.126,-0.101,0.105,-0.152,0.098,-0.161,0.092,-0.19,0.093
1926,9,-0.1,0.151,-0.13,0.096,-0.157,0.099,-0.159,0.091,-0.188,0.093
1926,10,0.066,0.149,-0.146,0.093,-0.159,0.101,-0.158,0.092,-0.186,0.093
1926,11,-0.012,0.13,-0.143,0.096,-0.163,0.103,-0.157,0.092,-0.184,0.094
1926,12,-0.184,0.077,-0.146,0.096,-0.164,0.103,-0.156,0.092,-0.181,0.094
1927,1,-0.224,0.124,-0.133,0.097,-0.166,0.104,-0.153,0.092,-0.178,0.095
1927,2,-0.119,0.125,-0.128,0.101,-0.163,0.103,-0.153,0.091,-0.175,0.095
1927,3,-0.291,0.124,-0.129,0.097,-0.162,0.104,-0.152,0.09,-0.172,0.095
1927,4,-0.266,0.217,-0.123,0.099,-0.16,0.102,-0.151,0.09,-0.17,0.096
1927,5,-0.124,0.227,-0.12,0.102,-0.158,0.101,-0.15,0.091,-0.168,0.095
1927,6,-0.155,0.235,-0.126,0.108,-0.159,0.103,-0.148,0.09,-0.166,0.095
1927,7,-0.052,0.145,-0.106,0.109,-0.156,0.104,-0.147,0.09,-0.164,0.095
1927,8,-0.077,0.121,-0.103,0.113,-0.153,0.104,-0.145,0.09,-0.163,0.096
1927,9,-0.112,0.186,-0.096,0.122,-0.151,0.104,-0.143,0.091,-0.161,0.096
1927,10,0.143,0.209,-0.087,0.12,-0.15,0.104,-0.141,0.091,-0.158,0.096
1927,11,0.023,0.189,-0.094,0.117,-0.149,0.104,-0.141,0.093,-0.156,0.096
1927,12,-0.264,0.161,-0.098,0.112,-0.146,0.104,-0.141,0.093,-0.152,0.096
1928,1,0.017,0.124,-0.106,0.109,-0.143,0.105,-0.14,0.093,-0.15,0.096
1928,2,-0.079,0.187,-0.113,0.105,-0.14,0.106,-0.139,0.093,-0.147,0.096
1928,3,-0.212,0.206,-0.116,0.092,-0.138,0.108,-0.138,0.092,-0.144,0.096
1928,4,-0.152,0.189,-0.136,0.1,-0.137,0.107,-0.137,0.092,-0.142,0.096
1928,5,-0.21,0.184,-0.149,0.107,-0.133,0.107,-0.137,0.092,-0.14,0.096
1928,6,-0.206,0.228,-0.137,0.102,-0.134,0.105,-0.138,0.093,-0.139,0.096
1928,7,-0.146,0.156,-0.165,0.107,-0.138,0.104,-0.137,0.093,-0.138,0.096
1928,8,-0.157,0.134,-0.195,0.103,-0.141,0.104,-0.136,0.093,-0.136,0.095
1928,9,-0.149,0.164,-0.208,0.108,-0.144,0.102,-0.136,0.094,-0.135,0.096
1928,10,-0.09,0.184,-0.227,0.114,-0.145,0.1,-0.136,0.095,-0.133,0.095
1928,11,-0.143,0.174,-0.24,0.114,-0.145,0.099,-0.139,0.095,-0.133,0.096
1928,12,-0.112,0.088,-0.24,0.118,-0.143,0.097,-0.143,0.096,-0.132,0.095
1929,1,-0.322,0.127,-0.256,0.126,-0.138,0.097,-0.142,0.097,-0.131,0.096
1929,2,-0.443,0.142,-0.256,0.131,-0.136,0.097,-0.141,0.097,-0.13,0.096
1929,3,-0.367,0.257,-0.266,0.14,-0.134,0.096,-0.143,0.097,-0.13,0.095
1929,4,-0.372,0.254,-0.268,0.137,-0.132,0.097,-0.143,0.096,-0.129,0.096
1929,5,-0.366,0.207,-0.263,0.13,-0.133,0.098,-0.143,0.097,-0.127,0.096
1929,6,-0.217,0.184,-0.289,0.133,-0.13,0.098,-0.142,0.096,-0.126,0.095
1929,7,-0.337,0.231,-0.281,0.128,-0.125,0.099,-0.141,0.096,-0.124,0.095
1929,8,-0.156,0.164,-0.265,0.124,-0.127,0.099,-0.139,0.095,-0.123,0.095
1929,9,-0.261,0.188,-0.243,0.111,-0.124,0.1,-0.137,0.095,-0.121,0.095
1929,10,-0.118,0.145,-0.226,0.096,-0.12,0.1,-0.134,0.095,-0.12,0.095
1929,11,-0.083,0.219,-0.203,0.094,-0.119,0.101,-0.131,0.095,-0.118,0.094
1929,12,-0.428,0.116,-0.186,0.093,-0.118,0.099,-0.128,0.096,-0.114,0.094
1930,1,-0.228,0.11,-0.161,0.093,-0.118,0.097,-0.127,0.097,-0.113,0.094
1930,2,-0.243,0.179,-0.147,0.1,-0.119,0.097,-0.122,0.096,-0.11,0.094
1930,3,-0.111,0.157,-0.132,0.112,-0.117,0.097,-0.121,0.096,-0.109,0.093
1930,4,-0.169,0.129,-0.121,0.116,-0.12,0.098,-0.121,0.096,-0.107,0.093
1930,5,-0.092,0.192,-0.098,0.125,-0.124,0.099,-0.122,0.096,-0.105,0.092
1930,6,-0.013,0.21,-0.06,0.121,-0.123,0.098,-0.121,0.096,-0.104,0.092
1930,7,-0.028,0.215,-0.045,0.122,-0.127,0.099,-0.119,0.096,-0.102,0.092
1930,8,0.003,0.234,-0.041,0.117,-0.129,0.097,-0.118,0.097,-0.1,0.092
1930,9,-0.069,0.253,-0.041,0.118,-0.131,0.095,-0.118,0.097,-0.099,0.092
1930,10,0.014,0.158,-0.037,0.121,-0.131,0.094,-0.117,0.097,-0.098,0.092
1930,11,0.19,0.155,-0.043,0.111,-0.131,0.094,-0.119,0.097,-0.097,0.091
1930,12,0.032,0.14,-0.043,0.099,-0.13,0.094,-0.121,0.096,-0.094,0.091
1931,1,-0.058,0.149,-0.035,0.091,-0.131,0.095,-0.124,0.096,-0.094,0.091
