Year,Month,Anomaly,Unc,Anomaly_1,Unc_1,Anomaly_2,Unc_2,Anomaly_3,Unc_3,Anomaly_4,Unc_4
1955,4,-0.217,0.143,-0.089,0.057,-0.046,0.038,-0.018,0.05,-0.033,0.051
1955,5,-0.211,0.193,-0.118,0.058,-0.044,0.037,-0.019,0.05,-0.034,0.05
1955,6,-0.111,0.125,-0.135,0.059,-0.042,0.038,-0.018,0.05,-0.034,0.05
1955,7,-0.158,0.151,-0.158,0.057,-0.038,0.039,-0.018,0.049,-0.035,0.051
1955,8,0.138,0.084,-0.16,0.058,-0.039,0.039,-0.017,0.048,-0.036,0.051
1955,9,-0.112,0.072,-0.156,0.052,-0.039,0.038,-0.015,0.047,-0.037,0.05
1955,10,-0.038,0.128,-0.16,0.044,-0.044,0.037,-0.014,0.046,-0.038,0.05
1955,11,-0.254,0.118,-0.163,0.038,-0.048,0.038,-0.013,0.045,-0.039,0.05
1955,12,-0.289,0.105,-0.17,0.038,-0.052,0.039,-0.01,0.044,-0.038,0.05
1956,1,-0.129,0.122,-0.166,0.039,-0.053,0.038,-0.007,0.044,-0.039,0.049
1956,2,-0.21,0.114,-0.202,0.032,-0.055,0.037,-0.002,0.044,-0.039,0.049
1956,3,-0.282,0.111,-0.214,0.035,-0.058,0.039,0.0,0.044,-0.039,0.049
1956,4,-0.262,0.074,-0.227,0.035,-0.06,0.041,0.002,0.043,-0.04,0.049
1956,5,-0.257,0.114,-0.221,0.042,-0.059,0.041,0.003,0.043,-0.04,0.049
1956,6,-0.187,0.098,-0.199,0.042,-0.061,0.042,0.003,0.043,-0.039,0.048
1956,7,-0.116,0.082,-0.201,0.044,-0.057,0.041,0.003,0.043,-0.039,0.048
1956,8,-0.29,0.097,-0.191,0.05,-0.056,0.042,0.002,0.042,-0.038,0.047
1956,9,-0.253,0.095,-0.178,0.05,-0.053,0.043,0.001,0.042,-0.038,0.047
1956,10,-0.2,0.098,-0.156,0.053,-0.048,0.043,-0.001,0.041,-0.039,0.046
1956,11,-0.178,0.119,-0.125,0.054,-0.046,0.043,-0.001,0.041,-0.039,0.046
1956,12,-0.027,0.117,-0.094,0.05,-0.045,0.042,-0.003,0.04,-0.038,0.046
1957,1,-0.15,0.064,-0.084,0.05,-0.043,0.041,-0.004,0.04,-0.038,0.045
1957,2,-0.094,0.096,-0.051,0.052,-0.041,0.04,-0.004,0.04,-0.039,0.045
1957,3,-0.123,0.091,-0.026,0.05,-0.04,0.04,-0.003,0.04,-0.04,0.045
1957,4,0.004,0.053,0.0,0.047,-0.041,0.041,-0.004,0.039,-0.04,0.045
1957,5,0.116,0.068,0.021,0.047,-0.045,0.042,-0.006,0.038,-0.04,0.045
1957,6,0.178,0.066,0.034,0.05,-0.044,0.043,-0.007,0.037,-0.04,0.044
1957,7,0.005,0.078,0.072,0.055,-0.047,0.043,-0.008,0.037,-0.04,0.044
1957,8,0.112,0.069,0.094,0.054,-0.042,0.043,-0.01,0.037,-0.04,0.043
1957,9,0.042,0.103,0.112,0.053,-0.042,0.042,-0.012,0.037,-0.04,0.042
1957,10,0.117,0.093,0.112,0.058,-0.042,0.042,-0.012,0.037,-0.04,0.041
1957,11,0.076,0.128,0.107,0.063,-0.04,0.04,-0.012,0.037,-0.04,0.041
1957,12,0.122,0.121,0.089,0.064,-0.038,0.04,-0.012,0.037,-0.04,0.041
1958,1,0.307,0.099,0.091,0.064,-0.035,0.039,-0.013,0.036,-0.041,0.041
1958,2,0.165,0.105,0.08,0.071,-0.037,0.039,-0.014,0.036,-0.041,0.04
1958,3,0.093,0.06,0.069,0.071,-0.035,0.039,-0.017,0.035,-0.04,0.04
1958,4,0.008,0.099,0.064,0.075,-0.034,0.038,-0.02,0.034,-0.04,0.039
1958,5,0.052,0.105,0.06,0.075,-0.032,0.039,-0.023,0.034,-0.042,0.039
1958,6,-0.036,0.107,0.055,0.072,-0.024,0.039,-0.025,0.034,-0.042,0.039
1958,7,0.038,0.079,0.034,0.067,-0.022,0.04,-0.025,0.033,-0.042,0.039
1958,8,-0.02,0.138,0.021,0.067,-0.016,0.041,-0.024,0.032,-0.043,0.038
1958,9,-0.095,0.086,0.022,0.066,-0.011,0.041,-0.023,0.032,-0.043,0.038
1958,10,0.061,0.105,0.034,0.062,-0.004,0.041,-0.022,0.033,-0.043,0.037
1958,11,0.028,0.092,0.035,0.059,0.003,0.042,-0.021,0.033,-0.043,0.037
1958,12,0.059,0.061,0.044,0.055,0.009,0.042,-0.022,0.033,-0.042,0.037
1959,1,0.058,0.043,0.045,0.053,0.011,0.042,-0.021,0.033,-0.043,0.037
1959,2,0.005,0.107,0.046,0.048,0.017,0.042,-0.022,0.033,-0.042,0.036
1959,3,0.108,0.093,0.048,0.04,0.021,0.042,-0.024,0.033,-0.042,0.036
1959,4,0.154,0.089,0.045,0.043,0.025,0.042,-0.026,0.032,-0.041,0.036
1959,5,0.057,0.099,0.031,0.043,0.028,0.04,-0.028,0.032,-0.04,0.036
1959,6,0.07,0.068,0.026,0.047,0.026,0.04,-0.028,0.032,-0.039,0.036
1959,7,0.057,0.106,0.018,0.046,0.029,0.041,-0.028,0.031,-0.039,0.036
1959,8,-0.004,0.058,0.026,0.048,0.032,0.041,-0.029,0.032,-0.039,0.035
1959,9,-0.072,0.095,-0.012,0.052,0.036,0.041,-0.031,0.033,-0.038,0.034
1959,10,0.016,0.12,-0.04,0.054,0.037,0.041,-0.034,0.033,-0.037,0.033
1959,11,-0.141,0.075,-0.051,0.056,0.032,0.041,-0.037,0.034,-0.036,0.033
1959,12,0.005,0.082,-0.058,0.06,0.029,0.041,-0.039,0.034,-0.035,0.033
1960,1,-0.043,0.058,-0.063,0.059,0.028,0.04,-0.041,0.035,-0.033,0.032
1960,2,0.101,0.065,-0.059,0.059,0.025,0.041,-0.041,0.035,-0.031,0.032
1960,3,-0.345,0.08,-0.052,0.056,0.023,0.041,-0.04,0.034,-0.03,0.032
1960,4,-0.182,0.066,-0.05,0.052,0.021,0.041,-0.04,0.034,-0.029,0.032
1960,5,-0.072,0.116,-0.052,0.049,0.02,0.04,-0.039,0.033,-0.029,0.032
1960,6,-0.01,0.101,-0.038,0.048,0.018,0.04,-0.039,0.033,-0.029,0.032
1960,7,-0.011,0.086,-0.031,0.046,0.012,0.039,-0.039,0.032,-0.029,0.032
1960,8,0.046,0.032,-0.028,0.045,0.011,0.039,-0.041,0.032,-0.029,0.032
1960,9,0.016,0.062,0.002,0.043,0.005,0.039,-0.041,0.032,-0.028,0.031
1960,10,0.037,0.069,0.029,0.041,0.003,0.038,-0.041,0.032,-0.028,0.031
1960,11,-0.165,0.057,0.048,0.04,0.001,0.037,-0.039,0.033,-0.027,0.031
1960,12,0.173,0.066,0.063,0.04,0.001,0.036,-0.037,0.032,-0.027,0.03
1961,1,0.042,0.066,0.066,0.042,0.003,0.035,-0.037,0.033,-0.025,0.03
1961,2,0.138,0.044,0.066,0.042,0.008,0.034,-0.036,0.033,-0.025,0.03
1961,3,0.014,0.071,0.065,0.045,0.013,0.034,-0.034,0.033,-0.025,0.03
1961,4,0.144,0.072,0.065,0.047,0.015,0.033,-0.033,0.033,-0.025,0.03
1961,5,0.153,0.076,0.08,0.047,0.017,0.033,-0.032,0.033,-0.026,0.03
1961,6,0.166,0.13,0.054,0.051,0.017,0.033,-0.03,0.032,-0.027,0.03
1961,7,0.029,0.076,0.053,0.053,0.014,0.034,-0.029,0.032,-0.027,0.03
1961,8,0.044,0.078,0.05,0.054,0.012,0.033,-0.027,0.032,-0.029,0.029
1961,9,0.005,0.113,0.058,0.052,0.005,0.033,-0.025,0.031,-0.029,0.029
1961,10,0.032,0.08,0.048,0.049,-0.004,0.032,-0.024,0.031,-0.031,0.028
1961,11,0.017,0.051,0.023,0.047,-0.01,0.032,-0.023,0.031,-0.031,0.028
1961,12,-0.136,0.062,0.007,0.042,-0.012,0.032,-0.023,0.03,-0.032,0.027
1962,1,0.026,0.052,0.001,0.041,-0.014,0.031,-0.023,0.031,-0.034,0.027
1962,2,0.108,0.078,-0.007,0.044,-0.017,0.031,-0.024,0.031,-0.036,0.027
1962,3,0.106,0.087,-0.013,0.038,-0.022,0.032,-0.023,0.031,-0.035,0.027
1962,4,0.025,0.073,-0.016,0.037,-0.026,0.031,-0.024,0.031,-0.036,0.026
1962,5,-0.144,0.071,-0.017,0.041,-0.028,0.03,-0.024,0.031,-0.036,0.025
1962,6,-0.029,0.075,-0.007,0.042,-0.034,0.029,-0.026,0.031,-0.037,0.025
1962,7,-0.044,0.089,-0.013,0.041,-0.034,0.029,-0.026,0.031,-0.037,0.025
1962,8,-0.047,0.09,-0.013,0.044,-0.039,0.029,-0.027,0.031,-0.037,0.025
1962,9,-0.073,0.087,-0.045,0.044,-0.037,0.029,-0.028,0.03,-0.037,0.025
1962,10,-0.005,0.075,-0.056,0.043,-0.037,0.029,-0.028,0.03,-0.037,0.025
1962,11,0.013,0.092,-0.051,0.044,-0.038,0.03,-0.03,0.03,-0.037,0.024
1962,12,-0.02,0.044,-0.049,0.042,-0.04,0.03,-0.031,0.03,-0.036,0.024
1963,1,-0.046,0.047,-0.033,0.034,-0.042,0.031,-0.036,0.029,-0.035,0.024
1963,2,0.105,0.098,-0.005,0.033,-0.044,0.031,-0.039,0.029,-0.035,0.024
1963,3,-0.27,0.058,0.017,0.029,-0.048,0.031,-0.039,0.028,-0.035,0.024
1963,4,-0.109,0.045,0.032,0.027,-0.048,0.032,-0.04,0.028,-0.035,0.024
1963,5,-0.093,0.053,0.043,0.022,-0.046,0.033,-0.042,0.027,-0.035,0.024
1963,6,0.003,0.056,0.05,0.024,-0.05,0.033,-0.042,0.027,-0.035,0.024
1963,7,0.148,0.068,0.045,0.026,-0.053,0.033,-0.044,0.027,-0.035,0.024
1963,8,0.29,0.098,0.025,0.029,-0.057,0.033,-0.045,0.026,-0.036,0.023
1963,9,0.184,0.091,0.02,0.032,-0.058,0.033,-0.045,0.026,-0.036,0.023
1963,10,0.183,0.06,-0.001,0.034,-0.062,0.033,-0.045,0.026,-0.036,0.023
1963,11,0.142,0.063,-0.018,0.036,-0.066,0.033,-0.046,0.025,-0.036,0.023
1963,12,0.056,0.085,-0.022,0.039,-0.069,0.032,-0.048,0.025,-0.036,0.023
1964,1,-0.104,0.067,-0.041,0.043,-0.068,0.032,-0.049,0.025,-0.036,0.023
1964,2,-0.137,0.08,-0.083,0.044,-0.07,0.033,-0.05,0.025,-0.038,0.023
1964,3,-0.326,0.062,-0.126,0.046,-0.07,0.033,-0.052,0.025,-0.038,0.023
1964,4,-0.353,0.063,-0.163,0.048,-0.073,0.032,-0.052,0.025,-0.038,0.022
1964,5,-0.298,0.092,-0.196,0.046,-0.074,0.033,-0.051,0.024,-0.038,0.022
1964,6,-0.047,0.124,-0.227,0.048,-0.072,0.033,-0.051,0.024,-0.038,0.022
1964,7,-0.079,0.079,-0.226,0.051,-0.075,0.033,-0.052,0.023,-0.038,0.021
1964,8,-0.213,0.112,-0.229,0.055,-0.081,0.034,-0.052,0.023,-0.037,0.021
1964,9,-0.334,0.086,-0.218,0.057,-0.083,0.034,-0.051,0.023,-0.037,0.021
1964,10,-0.261,0.094,-0.207,0.059,-0.085,0.035,-0.05,0.023,-0.037,0.021
1964,11,-0.262,0.032,-0.193,0.058,-0.08,0.035,-0.048,0.023,-0.038,0.021
1964,12,-0.31,0.079,-0.199,0.053,-0.08,0.035,-0.046,0.023,-0.038,0.021
1965,1,-0.09,0.069,-0.205,0.052,-0.079,0.035,-0.045,0.023,-0.039,0.021
1965,2,-0.177,0.095,-0.194,0.051,-0.079,0.035,-0.044,0.023,-0.038,0.021
1965,3,-0.192,0.076,-0.181,0.049,-0.079,0.034,-0.042,0.023,-0.036,0.021
1965,4,-0.224,0.069,-0.158,0.051,-0.078,0.035,-0.04,0.023,-0.035,0.02
1965,5,-0.127,0.097,-0.141,0.056,-0.08,0.035,-0.04,0.023,-0.034,0.02
1965,6,-0.125,0.079,-0.119,0.053,-0.081,0.035,-0.04,0.023,-0.033,0.019
1965,7,-0.144,0.1,-0.125,0.052,-0.084,0.036,-0.04,0.024,-0.033,0.02
1965,8,-0.08,0.073,-0.116,0.048,-0.089,0.036,-0.042,0.024,-0.034,0.019
1965,9,-0.181,0.073,-0.106,0.048,-0.084,0.037,-0.041,0.025,-0.034,0.019
1965,10,0.021,0.083,-0.093,0.046,-0.084,0.037,-0.041,0.025,-0.034,0.019
1965,11,-0.064,0.085,-0.094,0.043,-0.085,0.037,-0.041,0.025,-0.034,0.02
1965,12,-0.04,0.061,-0.082,0.044,-0.086,0.036,-0.043,0.026,-0.033,0.02
1966,1,-0.169,0.067,-0.063,0.047,-0.092,0.036,-0.044,0.026,-0.033,0.02
1966,2,-0.067,0.069,-0.061,0.05,-0.098,0.036,-0.047,0.026,-0.033,0.02
1966,3,-0.069,0.062,-0.048,0.056,-0.104,0.036,-0.05,0.025,-0.033,0.02
1966,4,-0.076,0.056,-0.061,0.052,-0.106,0.036,-0.052,0.025,-0.032,0.019
1966,5,-0.131,0.056,-0.059,0.055,-0.109,0.037,-0.054,0.026,-0.033,0.019
1966,6,0.016,0.065,-0.059,0.053,-0.112,0.038,-0.056,0.025,-0.032,0.019
1966,7,0.081,0.101,-0.055,0.053,-0.112,0.038,-0.058,0.025,-0.032,0.019
1966,8,-0.052,0.09,-0.071,0.054,-0.112,0.038,-0.059,0.024,-0.031,0.019
1966,9,-0.027,0.106,-0.068,0.051,-0.108,0.038,-0.06,0.024,-0.03,0.019
1966,10,-0.133,0.059,-0.067,0.052,-0.1,0.037,-0.06,0.023,-0.03,0.019
1966,11,-0.048,0.109,-0.044,0.05,-0.093,0.036,-0.061,0.023,-0.03,0.019
1966,12,-0.033,0.044,-0.049,0.049,-0.09,0.035,-0.061,0.023,-0.029,0.018
1967,1,-0.122,0.049,-0.056,0.045,-0.09,0.034,-0.064,0.023,-0.027,0.018
1967,2,-0.257,0.085,-0.053,0.042,-0.086,0.032,-0.067,0.023,-0.026,0.018
1967,3,-0.036,0.06,-0.056,0.038,-0.079,0.032,-0.068,0.023,-0.025,0.018
1967,4,-0.059,0.075,-0.042,0.039,-0.073,0.031,-0.068,0.024,-0.024,0.018
1967,5,0.142,0.052,-0.047,0.036,-0.067,0.032,-0.067,0.024,-0.023,0.018
1967,6,-0.049,0.055,-0.05,0.04,-0.058,0.032,-0.066,0.024,-0.023,0.018
1967,7,0.004,0.067,-0.061,0.038,-0.055,0.031,-0.065,0.023,-0.022,0.018
1967,8,-0.018,0.085,-0.056,0.036,-0.05,0.03,-0.064,0.023,-0.021,0.018
1967,9,-0.065,0.07,-0.047,0.035,-0.047,0.03,-0.063,0.023,-0.021,0.018
1967,10,0.041,0.067,-0.052,0.033,-0.043,0.03,-0.062,0.023,-0.021,0.017
1967,11,-0.115,0.065,-0.078,0.032,-0.041,0.029,-0.062,0.023,-0.02,0.017
1967,12,-0.068,0.073,-0.079,0.029,-0.04,0.029,-0.06,0.023,-0.02,0.017
1968,1,-0.255,0.031,-0.093,0.031,-0.038,0.029,-0.058,0.023,-0.021,0.017
1968,2,-0.196,0.071,-0.1,0.035,-0.039,0.029,-0.057,0.023,-0.022,0.017
1968,3,0.071,0.041,-0.109,0.034,-0.035,0.029,-0.053,0.024,-0.021,0.016
1968,4,-0.118,0.054,-0.105,0.033,-0.035,0.028,-0.05,0.024,-0.021,0.016
1968,5,-0.169,0.087,-0.103,0.036,-0.035,0.028,-0.047,0.025,-0.021,0.016
1968,6,-0.054,0.057,-0.106,0.033,-0.037,0.028,-0.045,0.025,-0.02,0.016
1968,7,-0.174,0.084,-0.093,0.034,-0.035,0.028,-0.046,0.025,-0.02,0.016
1968,8,-0.1,0.092,-0.089,0.037,-0.038,0.028,-0.047,0.025,-0.02,0.016
1968,9,-0.171,0.069,-0.101,0.04,-0.041,0.027,-0.049,0.025,-0.02,0.016
1968,10,0.088,0.065,-0.082,0.039,-0.042,0.027,-0.05,0.024,-0.02,0.015
1968,11,-0.094,0.095,-0.055,0.037,-0.041,0.027,-0.05,0.024,-0.019,0.015
1968,12,-0.099,0.065,-0.043,0.037,-0.043,0.027,-0.051,0.024,-0.019,0.015
1969,1,-0.103,0.057,-0.031,0.036,-0.047,0.026,-0.052,0.024,-0.019,0.015
1969,2,-0.148,0.075,-0.022,0.033,-0.049,0.026,-0.053,0.024,-0.019,0.015
1969,3,-0.066,0.074,-0.003,0.036,-0.049,0.025,-0.052,0.023,-0.019,0.015
1969,4,0.11,0.055,-0.001,0.034,-0.048,0.024,-0.05,0.023,-0.019,0.014
1969,5,0.153,0.048,0.015,0.029,-0.049,0.023,-0.048,0.023,-0.019,0.014
1969,6,0.091,0.041,0.043,0.028,-0.05,0.022,-0.048,0.022,-0.019,0.014
1969,7,-0.033,0.103,0.06,0.029,-0.053,0.023,-0.048,0.022,-0.019,0.014
1969,8,0.008,0.065,0.083,0.029,-0.052,0.022,-0.045,0.022,-0.018,0.014
1969,9,0.053,0.05,0.088,0.027,-0.052,0.022,-0.043,0.021,-0.017,0.014
1969,10,0.118,0.077,0.081,0.03,-0.051,0.022,-0.041,0.02,-0.016,0.014
1969,11,0.091,0.048,0.064,0.03,-0.054,0.021,-0.04,0.021,-0.014,0.014
1969,12,0.248,0.066,0.053,0.033,-0.052,0.021,-0.038,0.021,-0.012,0.014
1970,1,0.096,0.056,0.055,0.031,-0.051,0.021,-0.037,0.021,-0.01,0.014
1970,2,0.127,0.055,0.043,0.033,-0.049,0.022,-0.035,0.02,-0.009,0.014
1970,3,-0.011,0.07,0.042,0.033,-0.047,0.021,-0.033,0.02,-0.006,0.014
1970,4,0.032,0.068,0.033,0.032,-0.046,0.021,-0.031,0.02,-0.004,0.014
1970,5,-0.049,0.072,0.02,0.035,-0.044,0.021,-0.028,0.02,-0.002,0.014
1970,6,-0.039,0.083,-0.012,0.036,-0.039,0.02,-0.027,0.02,-0.001,0.014
1970,7,-0.012,0.074,-0.027,0.038,-0.031,0.02,-0.026,0.02,0.0,0.015
1970,8,-0.143,0.112,-0.057,0.039,-0.024,0.021,-0.027,0.02,0.002,0.015
1970,9,0.044,0.038,-0.077,0.037,-0.022,0.021,-0.026,0.02,0.002,0.015
1970,10,0.015,0.066,-0.09,0.035,-0.016,0.021,-0.027,0.02,0.003,0.015
1970,11,-0.069,0.073,-0.093,0.037,-0.009,0.021,-0.029,0.02,0.005,0.015
1970,12,-0.139,0.065,-0.1,0.035,-0.004,0.021,-0.03,0.02,0.005,0.016
1971,1,-0.085,0.074,-0.111,0.034,0.0,0.021,-0.029,0.019,0.007,0.016
1971,2,-0.226,0.086,-0.111,0.028,0.003,0.02,-0.03,0.019,0.008,0.016
1971,3,-0.254,0.033,-0.12,0.028,0.007,0.021,-0.032,0.019,0.01,0.016
1971,4,-0.128,0.048,-0.125,0.026,0.006,0.02,-0.032,0.019,0.01,0.016
1971,5,-0.079,0.075,-0.128,0.026,0.008,0.019,-0.033,0.019,0.011,0.016
1971,6,-0.128,0.068,-0.127,0.027,0.01,0.019,-0.034,0.019,0.011,0.016
1971,7,-0.14,0.06,-0.143,0.026,0.009,0.019,-0.035,0.019,0.013,0.017
1971,8,-0.139,0.068,-0.143,0.025,0.006,0.019,-0.036,0.02,0.014,0.017
1971,9,-0.069,0.059,-0.124,0.024,0.004,0.019,-0.036,0.019,0.015,0.017
1971,10,-0.048,0.054,-0.114,0.025,0.0,0.019,-0.036,0.02,0.016,0.017
1971,11,-0.096,0.024,-0.108,0.023,-0.003,0.019,-0.036,0.02,0.017,0.017
1971,12,-0.135,0.04,-0.089,0.024,-0.005,0.019,-0.035,0.019,0.019,0.017
1972,1,-0.267,0.044,-0.077,0.024,-0.006,0.019,-0.032,0.02,0.019,0.017
1972,2,-0.23,0.054,-0.053,0.022,-0.004,0.018,-0.028,0.019,0.019,0.017
1972,3,-0.023,0.067,-0.043,0.019,-0.006,0.018,-0.027,0.02,0.019,0.018
1972,4,-0.009,0.054,-0.032,0.019,-0.009,0.018,-0.024,0.02,0.019,0.018
1972,5,-0.006,0.065,-0.025,0.022,-0.012,0.019,-0.023,0.02,0.02,0.018
1972,6,0.091,0.067,0.006,0.022,-0.018,0.02,-0.02,0.02,0.021,0.018
1972,7,0.005,0.063,0.048,0.026,-0.019,0.02,-0.018,0.02,0.022,0.019
1972,8,0.151,0.05,0.088,0.026,-0.021,0.02,-0.015,0.02,0.022,0.019
1972,9,0.053,0.051,0.105,0.024,-0.019,0.02,-0.014,0.02,0.023,0.019
1972,10,0.079,0.049,0.126,0.028,-0.019,0.02,-0.013,0.02,0.024,0.019
1972,11,-0.005,0.053,0.145,0.028,-0.016,0.021,-0.011,0.021,0.024,0.019
1972,12,0.236,0.052,0.157,0.028,-0.015,0.02,-0.009,0.021,0.026,0.019
1973,1,0.235,0.06,0.166,0.03,-0.015,0.02,-0.007,0.021,0.028,0.019
1973,2,0.253,0.063,0.158,0.032,-0.016,0.021,-0.004,0.021,0.029,0.019
1973,3,0.176,0.045,0.158,0.03,-0.018,0.02,-0.003,0.021,0.032,0.02
1973,4,0.245,0.093,0.157,0.031,-0.02,0.021,-0.001,0.021,0.033,0.02
1973,5,0.221,0.075,0.16,0.03,-0.023,0.021,0.001,0.021,0.035,0.02
1973,6,0.23,0.069,0.14,0.031,-0.022,0.021,0.002,0.021,0.036,0.02
1973,7,0.123,0.061,0.105,0.027,-0.022,0.022,0.004,0.021,0.037,0.02
1973,8,0.055,0.042,0.057,0.024,-0.021,0.022,0.004,0.021,0.037,0.02
1973,9,0.046,0.08,0.03,0.023,-0.022,0.023,0.006,0.021,0.038,0.02
1973,10,0.071,0.037,-0.001,0.024,-0.022,0.023,0.006,0.021,0.038,0.02
1973,11,0.033,0.044,-0.026,0.028,-0.025,0.023,0.008,0.021,0.038,0.02
1973,12,-0.014,0.068,-0.047,0.029,-0.025,0.023,0.01,0.021,0.039,0.02
1974,1,-0.179,0.082,-0.062,0.031,-0.023,0.024,0.011,0.021,0.04,0.02
1974,2,-0.32,0.08,-0.056,0.033,-0.023,0.024,0.012,0.022,0.041,0.02
1974,3,-0.149,0.057,-0.064,0.037,-0.022,0.025,0.014,0.021,0.044,0.02
1974,4,-0.131,0.047,-0.076,0.04,-0.024,0.026,0.014,0.021,0.046,0.02
1974,5,-0.072,0.07,-0.087,0.041,-0.024,0.027,0.013,0.021,0.048,0.02
1974,6,-0.021,0.052,-0.095,0.047,-0.02,0.027,0.013,0.021,0.049,0.02
1974,7,-0.062,0.04,-0.081,0.043,-0.011,0.028,0.014,0.021,0.049,0.02
1974,8,0.126,0.043,-0.049,0.046,-0.004,0.028,0.015,0.021,0.051,0.02
1974,9,-0.055,0.122,-0.03,0.045,-0.001,0.028,0.017,0.021,0.053,0.02
1974,10,-0.061,0.089,-0.014,0.046,0.003,0.028,0.018,0.022,0.055,0.021
1974,11,-0.102,0.101,0.002,0.046,0.008,0.029,0.02,0.022,0.056,0.021
1974,12,-0.109,0.108,0.005,0.047,0.012,0.029,0.022,0.022,0.057,0.021
1975,1,-0.011,0.058,0.008,0.046,0.016,0.029,0.024,0.022,0.059,0.021
1975,2,0.064,0.081,-0.017,0.048,0.018,0.029,0.026,0.022,0.059,0.021
1975,3,0.073,0.054,-0.019,0.043,0.019,0.029,0.029,0.022,0.061,0.021
1975,4,0.061,0.078,-0.024,0.044,0.02,0.029,0.032,0.022,0.062,0.021
1975,5,0.127,0.065,-0.034,0.044,0.023,0.029,0.036,0.022,0.063,0.021
1975,6,0.007,0.087,-0.035,0.041,0.021,0.029,0.038,0.022,0.064,0.021
1975,7,-0.026,0.072,-0.042,0.039,0.018,0.029,0.041,0.022,0.065,0.021
1975,8,-0.177,0.076,-0.061,0.036,0.016,0.029,0.045,0.022,0.066,0.021
1975,9,-0.07,0.041,-0.091,0.037,0.015,0.029,0.046,0.022,0.067,0.021
1975,10,-0.119,0.09,-0.107,0.038,0.013,0.03,0.048,0.023,0.068,0.021
1975,11,-0.232,0.072,-0.14,0.036,0.012,0.03,0.05,0.023,0.068,0.021
1975,12,-0.119,0.077,-0.15,0.042,0.008,0.03,0.053,0.023,0.069,0.021
1976,1,-0.09,0.046,-0.151,0.041,0.008,0.03,0.058,0.023,0.071,0.021
1976,2,-0.161,0.049,-0.144,0.038,0.005,0.03,0.063,0.023,0.073,0.021
1976,3,-0.296,0.057,-0.141,0.041,0.006,0.029,0.069,0.023,0.074,0.021
1976,4,-0.127,0.055,-0.148,0.042,0.005,0.029,0.072,0.023,0.076,0.022
1976,5,-0.27,0.051,-0.134,0.043,0.007,0.03,0.075,0.024,0.078,0.021
1976,6,-0.113,0.092,-0.114,0.043,0.009,0.03,0.079,0.024,0.079,0.021
1976,7,-0.039,0.064,-0.087,0.045,0.014,0.03,0.083,0.024,0.079,0.021
1976,8,-0.097,0.081,-0.058,0.045,0.018,0.03,0.087,0.024,0.08,0.021
1976,9,-0.028,0.063,-0.02,0.045,0.023,0.03,0.09,0.024,0.08,0.021
1976,10,-0.206,0.082,0.009,0.047,0.027,0.03,0.092,0.025,0.082,0.022
1976,11,-0.065,0.088,0.057,0.047,0.03,0.029,0.095,0.025,0.082,0.021
1976,12,0.123,0.068,0.093,0.042,0.032,0.03,0.1,0.025,0.083,0.021
1977,1,0.236,0.081,0.118,0.044,0.034,0.029,0.102,0.026,0.085,0.021
1977,2,0.192,0.05,0.149,0.043,0.034,0.03,0.105,0.026,0.088,0.021
1977,3,0.158,0.074,0.16,0.041,0.039,0.028,0.105,0.026,0.088,0.021
1977,4,0.223,0.065,0.188,0.039,0.045,0.028,0.105,0.026,0.09,0.021
1977,5,0.302,0.054,0.211,0.036,0.051,0.028,0.107,0.026,0.09,0.022
1977,6,0.322,0.039,0.208,0.033,0.061,0.028,0.107,0.027,0.092,0.022
1977,7,0.254,0.071,0.194,0.03,0.067,0.028,0.109,0.027,0.094,0.022
1977,8,0.274,0.042,0.189,0.031,0.073,0.027,0.108,0.027,0.095,0.022
1977,9,0.104,0.071,0.186,0.029,0.078,0.027,0.109,0.027,0.097,0.022
1977,10,0.132,0.047,0.178,0.029,0.083,0.027,0.11,0.028,0.098,0.022
1977,11,0.208,0.096,0.164,0.03,0.087,0.026,0.111,0.028,0.1,0.022
1977,12,0.092,0.054,0.139,0.031,0.091,0.027,0.112,0.028,0.102,0.022
1978,1,0.065,0.047,0.129,0.03,0.097,0.027,0.114,0.028,0.105,0.022
1978,2,0.132,0.074,0.095,0.031,0.105,0.026,0.115,0.028,0.107,0.022
1978,3,0.125,0.079,0.093,0.028,0.11,0.027,0.116,0.028,0.109,0.022
1978,4,0.127,0.067,0.085,0.029,0.115,0.027,0.117,0.028,0.111,0.022
1978,5,0.132,0.036,0.08,0.025,0.123,0.026,0.118,0.028,0.114,0.022
1978,6,0.024,0.051,0.082,0.025,0.129,0.026,0.118,0.029,0.116,0.022
1978,7,0.134,0.061,0.086,0.027,0.139,0.026,0.119,0.029,0.118,0.022
1978,8,-0.142,0.065,0.067,0.027,0.148,0.026,0.121,0.029,0.12,0.022
1978,9,0.09,0.056,0.069,0.03,0.16,0.026,0.124,0.029,0.122,0.022
1978,10,0.03,0.073,0.07,0.032,0.166,0.026,0.125,0.029,0.123,0.022
1978,11,0.152,0.078,0.065,0.035,0.175,0.027,0.127,0.029,0.124,0.022
1978,12,0.117,0.046,0.073,0.037,0.183,0.026,0.129,0.029,0.126,0.022
1979,1,0.113,0.064,0.066,0.037,0.189,0.027,0.132,0.028,0.126,0.022
1979,2,-0.096,0.053,0.091,0.039,0.197,0.027,0.136,0.028,0.128,0.022
1979,3,0.143,0.069,0.103,0.04,0.202,0.026,0.139,0.028,0.13,0.021
1979,4,0.137,0.062,0.124,0.039,0.208,0.026,0.141,0.028,0.13,0.021
